cid$IUPAC$formula$complicity$hacceptor$hdonor$rotational$logP$molarmass$polararea$heavy_atom$atom_chiral$atom_chiral_def$atom_chiral_undef$bond_chiral$bond_chiral_def$bond_chiral_undef$isotope_atom$covalent_unit$tautomers
12418$1,1,1,2-tetrachloroethane$C2H2Cl4$35.3$0$0$0$2.7$167.8$0$6$0$0$0$0$0$0$0$1$1
6278$1,1,1-trichloroethane$C2H3Cl3$26.4$0$0$0$2.4$133.40$0$5$0$0$0$0$0$0$0$1$1
6591$1,1,2,2-tetrachloroethane$C2H2Cl4$26.5$0$0$1$2.4$167.8$0$6$0$0$0$0$0$0$0$1$1
6574$1,1,2-trichloroethane$C2H3Cl3$18.9$0$0$1$1.9$133.40$0$5$0$0$0$0$0$0$0$1$1
6428$1,1,2-trichloro-1,2,2-trifluoro-ethane$C2Cl3F3$90.5$3$0$1$3.2$187.37$0$8$0$0$0$0$0$0$0$1$2
6365$1,1-dichloroethane$C2H4Cl2$11.5$0$0$0$1.9$98.96$0$4$0$0$0$0$0$0$0$1$1
6366$1,1-dichloroethylene$C2H2Cl2$27$0$0$0$2.3$96.94$0$4$0$0$0$0$0$0$0$1$1
7765$1,1-diethoxyethane$C6H14O2$39.8$2$0$4$0.8$118.17$18.5$8$0$0$0$0$0$0$0$1$1
12463$1,2,3,4-tetrachlorobenzene$C6H2Cl4$102$0$0$0$4.6$215.9$0$10$0$0$0$0$0$0$0$1$-1
8404$tetralin$C10H12$92.6$0$0$0$3.5$132.20$0$10$0$0$0$0$0$0$0$1$1
12468$1,2,3,5-tetrachlorobenzene$C6H2Cl4$104$0$0$0$4.7$215.9$0$10$0$0$0$0$0$0$0$1$1
6895$1,2,3-trichlorobenzene$C6H3Cl3$84.3$0$0$0$4.1$181.4$0$9$0$0$0$0$0$0$0$1$-1
10686$1,2,3-trimethylbenzene$C9H12$76$0$0$0$3.6$120.19$0$9$0$0$0$0$0$0$0$1$1
12486$1,2,4,5-tetrabromobenzene$C6H2Br4$90.3$0$0$0$5.1$393.70$0$10$0$0$0$0$0$0$0$1$-1
7270$1,2,4,5-tetrachlorobenzene$C6H2Cl4$90.3$0$0$0$4.6$215.9$0$10$0$0$0$0$0$0$0$1$1
7269$1,2,4,5-tetramethylbenzene$C10H14$80.6$0$0$0$4$134.22$0$10$0$0$0$0$0$0$0$1$-1
12002$1,2,4-tribromobenzene$C6H3Br3$94.3$0$0$0$4.3$314.80$0$9$0$0$0$0$0$0$0$1$1
13$1,2,4-trichlorobenzene$C6H3Cl3$94.3$0$0$0$4$181.4$0$9$0$0$0$0$0$0$0$1$1
7247$1,2,4-trimethylbenzene$C9H12$86$0$0$0$3$120.19$0$9$0$0$0$0$0$0$0$1$1
289$benzene-1,2-diol$C6H6O2$62.9$2$2$0$0.9$110.11$40.5$8$0$0$0$0$0$0$0$1$-1
11414$1,2-dibromobenzene$C6H4Br2$62.9$0$0$0$3.6$235.90$0$8$0$0$0$0$0$0$0$1$-1
7839$1,2-dibromoethane$C2H4Br2$6$0$0$1$2$187.86$0$4$0$0$0$0$0$0$0$1$1
7239$1,2-dichlorobenzene$C6H4Cl2$62.9$0$0$0$3.4$147.00$0$8$0$0$0$0$0$0$0$1$-1
11$1,2-dichloroethane$C2H4Cl2$6$0$0$1$1.5$98.96$0$4$0$0$0$0$0$0$0$1$1
6564$1,2-dichloropropane$C3H6Cl2$20.9$0$0$1$1.8$112.98$0$5$1$0$1$0$0$0$0$1$1
6429$1,2-dichloro-1,1,2,2-tetrafluoro-ethane$C2Cl2F4$78$4$0$1$2.8$170.92$0$8$0$0$0$0$0$0$0$1$1
12375$1,2-diethoxyethane$C6H14O2$31.5$2$0$5$0.7$118.17$18.5$8$0$0$0$0$0$0$0$1$1
8657$1,2-diethylbenzene$C10H14$74$0$0$2$3.7$134.22$0$10$0$0$0$0$0$0$0$1$1
10707$1,2-dinitrobenzene$C6H4N2O4$173$4$0$0$1.7$168.11$91.6$12$0$0$0$0$0$0$0$1$-1
6378$2-methyloxirane$C3H6O$26.5$1$0$0$0$58.08$12.5$4$1$0$1$0$0$0$0$1$1
12279$1,3,5-tribromobenzene$C6H3Br3$63.3$0$0$0$4.5$314.80$0$9$0$0$0$0$0$0$0$1$1
7950$1,3,5-trichlorobenzene$C6H3Cl3$63.3$0$0$0$4.2$181.4$0$9$0$0$0$0$0$0$0$1$-1
7947$mesitylene$C9H12$55$0$0$0$3.4$120.19$0$9$0$0$0$0$0$0$0$1$-1
7434$1,3,5-trinitrobenzene$C6H3N3O6$229$6$0$0$1.2$213.10$138$15$0$0$0$0$0$0$0$1$-1
5054$benzene-1,3-diol$C6H6O2$64.9$2$2$0$0.8$110.11$40.5$8$0$0$0$0$0$0$0$1$-1
7845$buta-1,3-diene$C4H6$21$0$0$1$2$54.09$0$4$0$0$0$0$0$0$0$1$1
7927$1,3-dibromobenzene$C6H4Br2$64.9$0$0$0$3.8$235.90$0$8$0$0$0$0$0$0$0$1$1
10943$1,3-dichlorobenzene$C6H4Cl2$64.9$0$0$0$3.5$147.00$0$8$0$0$0$0$0$0$0$1$-1
8881$1,3-dichloropropane$C3H6Cl2$12.4$0$0$2$2$112.98$0$5$0$0$0$0$0$0$0$1$-1
2735009$1,3-diethylthiourea$C5H12N2S$64.8$1$2$2$0.6$132.23$56.2$8$0$0$0$0$0$0$0$1$2
9741$1,3-difluorobenzene$C6H4F2$64.9$2$0$0$2.4$114.09$0$8$0$0$0$0$0$0$0$1$1
11327$1,3-dimethylnaphthalene$C12H12$150$0$0$0$4.4$156.22$0$12$0$0$0$0$0$0$0$1$1
7452$1,3-dinitrobenzene$C6H4N2O4$175$4$0$0$1.5$168.11$91.6$12$0$0$0$0$0$0$0$1$1
785$benzene-1,4-diol$C6H6O2$54.9$2$2$0$0.6$110.11$40.5$8$0$0$0$0$0$0$0$1$-1
12343$cyclohexa-1,4-diene$C6H8$58$0$0$0$2.3$80.13$0$6$0$0$0$0$0$0$0$1$1
7804$1,4-dibromobenzene$C6H4Br2$54.9$0$0$0$3.8$235.90$0$8$0$0$0$0$0$0$0$1$1
4685$1,4-dichlorobenzene$C6H4Cl2$54.9$0$0$0$3.4$147.00$0$8$0$0$0$0$0$0$0$1$-1
7734$1,4-diethylbenzene$C10H14$66$0$0$2$3.5$134.22$0$10$0$0$0$0$0$0$0$1$1
10892$1,4-difluorobenzene$C6H4F2$54.9$2$0$0$2.2$114.09$0$8$0$0$0$0$0$0$0$1$-1
